"R" "s" "x1" "y1"
314336.577763656 2156.51586650784 717.8999716416 -8251.40836648643
244438.689334175 3021.24532201928 -8556.05192948133 9258.0194817856
189672.140288411 756.346982576915 -967.381857335567 -840.842868201435
314324.864050415 2157.24650419076 8163.3829465136 -1421.55839130282
277898.184968745 1344.88237358339 -3338.95391784608 -2587.86444086581
306046.762797298 1700.89185624505 1144.47645377368 -5894.37909424305
312720.164307551 2231.37753232596 6628.58771160245 5568.08126159012
309011.411390386 2336.96314768309 1607.72562492639 -9043.0115815252
287808.263843374 2654.1990417804 4170.85197288543 9930.67629169673
315183.062302562 2057.69215829104 4156.54524229467 6586.59647684544
285611.009285507 2677.97548481336 6030.94009216875 9067.36962497234
313505.552135682 2199.75303510862 7522.36008178443 -3955.13695199043
313592.593628826 2195.82667205389 -8310.71107182652 -1681.60162400454
245987.554313999 1089.44498206505 2338.08767981827 -1794.29113399237
294887.855266772 1529.74820540783 -2012.79145199805 -4739.00883458555
206151.42602244 844.257772282649 345.468106679618 1686.26425322145
312096.961585592 2252.99551438090 -5840.96633363515 -6535.13153083622
309975.661019954 1786.38818994474 526.781403459609 6410.3327319026
218170.188432239 912.650381704545 -1344.20098736882 -1565.28979539871
313599.626966275 1904.4952219009 -7021.96995262057 84.3130657449365
295485.790930137 2562.53239338099 6447.80749920756 -8048.40203374624
288812.538464098 2643.0144634088 9736.16488277912 4474.35672860593
308228.095843517 1745.38211572567 -883.181057870388 -6163.96029945463
307875.485091731 1737.76045716429 -1848.12879189849 5906.41123708338
304280.401419742 1494.42019809877 513.106831349432 4945.55453304201
302483.161508155 2461.57159752741 688.53568751365 -9783.6596891284
146269.890806701 549.255255133642 149.564063176513 195.659385062754
307109.641287548 1721.81593147641 -5395.49154695123 2865.22690672427
314170.773798355 1933.56826310981 -4734.05453376472 -5382.06993602216
209856.023802461 864.917858275701 -1039.44011963904 1499.56337641925
224711.341764989 3148.339099034 -8773.54893833399 -9918.03098469973
308601.243028475 2346.33892694065 1933.09048656374 -9027.03423053026
313964.627298243 1922.30908663196 -4600.84752179682 5422.75580577552
283264.86025004 2702.4072322301 9785.61795782298 5050.40806252509
253049.658763140 1139.77774701735 -2740.14471098781 -1650.60476865619
297626.802311628 1441.53326525570 -277.993096970022 4699.45125281811
306775.264344771 2384.9076620051 -3697.43329007179 -8668.96241903305
315165.819980864 2067.00196817464 -2008.66024941206 -7573.15411232412
303655.326217224 1657.87461558364 -2507.72685743868 -5218.0596627295
305897.612659691 2401.94483166748 7410.46571638435 -5959.8533064127
304493.065031456 1672.38582356161 4209.64073389769 4079.35508061200
296543.407533552 2548.58589987348 -8297.28062264621 -6006.05852436274
297544.933870591 2535.00949996757 8454.64356709272 -5661.32438369095
314911.608497891 2110.65107881523 -2739.73653092980 -7572.89681583643
312552.791231940 1862.57147964945 5263.79560586065 -4325.21464768797
149878.696945687 565.372984868756 -153.007572516799 -288.841412402689
315030.548837773 2095.74584312288 -7885.41822694242 -1216.67550411075
310219.808033812 2307.36334797812 3401.98797173798 8372.00899608433
243878.771502482 3025.08104618723 7915.83511047065 9835.6703761965
309377.748942305 1771.67761959208 -6065.41815213859 -1907.82647114247
289779.514155908 1467.95778109497 1507.18468707055 -4599.12502206862
292884.987720792 2595.31351568564 4561.60220783204 -9431.3442055136
288123.536355928 2650.71028673365 -7604.23813015223 7603.58013678342
308637.240128486 1754.47200084112 1865.31368177384 -5988.58120851219
312876.189607431 2225.54905838803 8019.87268030643 3181.13674875349
220407.439620792 925.840697058715 1177.89775598794 1773.71484693140
309582.133563418 2323.38291672017 -8021.82720974088 4332.25342538208
313221.711477929 2211.8966140091 7982.21259377897 -3090.15089180321
208515.431650049 3242.59978394515 9818.71619354934 9572.83404655755
312489.240605379 2239.67549111123 -1967.54002012312 -8472.93081693351
327289.577541335 1667.96727797776 187.600310891867 5836.82235330343
313100.266312643 1542.4666469201 -540.307979099452 -5184.25356596708
232637.890973320 1000.87586354661 -2497.39342834800 186.927341856062
272826.695323890 1298.46109281369 3796.34013399482 1235.43696943671
260079.985941628 2907.18542574616 -7697.0437169075 -9253.05678509176
314325.101412722 2157.23174823894 -6349.02391582727 -5324.50204249471
312250.328420817 1852.10536206748 5213.8673234731 4303.52300871164
310167.530099999 1791.28600347098 4263.91302607954 4848.14750961959
302776.165948851 2456.79780483101 9143.41039024293 3482.02350083739
272438.607779927 1295.02633847201 -2020.69551218301 3423.22386335582
181631.717834257 715.554886025691 509.210675954819 949.895894154906
305556.492119483 2408.34820832103 9195.45272365212 2547.24779166281
314478.030274902 1952.73954382871 -4509.38954018056 5694.445585832
308295.553597575 1746.86204675263 -5916.00610874593 1966.59497916698
178856.2394019 701.76035464462 -984.404715709388 220.518419519067
315001.556204644 2099.79207371400 -7681.39622639865 -2231.48358520120
311313.845159055 2277.26357211970 -7727.29447111487 -4388.11636995524
307091.350629775 2378.55541126219 3244.28067542613 -8814.69816435128
313903.810089864 1919.17238262326 7087.3252954334 -347.960409708321
313379.168414809 2205.27745426348 899.927266873419 -8478.7623398006
308647.429925445 2345.29804321634 -7710.64823959023 -5066.95425603539
266806.705467597 2853.16701901412 8190.32641593367 -8447.09587283432
314581.577240377 1960.11690855171 1612.96946927905 7120.17304264009
302635.842966063 1640.90902342003 3111.09892092645 4781.51633869857
312164.095162323 2250.77864553374 7824.45680350065 3925.36907456815
267135.305564362 2850.43483545415 8946.42796367407 -7620.69711927325
247477.200890283 1099.84001971796 1407.13708009571 -2648.61595351249
298723.864610845 1581.47557318527 3279.52559571713 4299.35428313911
281579.644689203 2719.40625742317 -8395.3311201185 7256.89456798136
309766.973951961 1781.16235263542 6256.87634572387 1373.28902259469
264211.204300818 1225.57053506333 3315.28415437788 1473.16190879792
234849.202387319 3084.97695699103 9500.0403514132 8763.66818323731
291660.807455777 1389.21496682129 343.137537129223 -4432.81378597021
292520.029044473 1500.24282990243 3893.30972451717 -3139.15312755853
289805.021522585 2631.74998613282 -8038.45379501581 6999.44359716028
304566.444215068 2426.31645875836 6963.18560745567 6654.42887693644
247071.197906431 1096.99561320654 -2483.60203579068 1655.84268048406
262779.415114069 1214.07269147028 -746.820992790163 3491.38276651502
303307.527558390 2447.99451322198 7406.6049978137 -6325.28797723353
297850.083402750 2530.79679140984 4801.00308079273 8947.27665930986
284159.905700717 2693.19612663928 9996.32721301168 -4508.4557775408
310566.562281286 1801.78134051569 1724.69670884311 -6276.247901842
307492.466869372 1729.68696289144 3841.87296964228 -4800.33985804766
313835.123387722 1915.71787846587 -3545.23606132716 -6126.80414691567
304656.487884281 2424.71788705138 -1535.63149273396 -9500.27944520116
285783.142429409 2676.14543114297 5939.42817300558 9116.65598861873
314939.022922535 1992.44109365590 -7070.34626509994 -2386.36001944542
284210.662353411 2692.66982343543 8286.73510812223 -7178.09481080621
285674.251269282 1422.69625931592 4203.58417090029 1901.07595641166
295641.618892752 1539.49853271843 -1729.63215503842 4901.25520620495
299627.907972435 2505.47911810994 7227.64879465103 6950.52193943411
249991.639276508 2982.35086902941 -7525.89660696685 9869.77842636406
297663.931011099 1566.62893495920 -3441.01657159626 -4074.53519757837
313029.275960998 1880.36415319860 -5267.54362974316 -4459.60917510092
250175.430406806 1118.96423560857 1177.76837665588 -2861.95383872837
234185.646246598 3089.24237630691 -9724.70947075635 -8546.01824190468
300471.385444670 2492.96146642538 5956.50862436742 -7988.57873305678
313403.153320136 1895.75574868136 6977.82680392265 -115.264235064387
283558.016366933 2699.40468772630 6075.86397789419 -9166.15521535277
312062.291028808 2254.13097008838 -6853.20853255689 -5473.38280361146
314556.054471332 1958.24339960762 -4170.42238637805 5980.75433634222
314256.719720878 1938.59800844853 -6671.63076344877 -2688.57744988054
315143.745046976 2074.15366170293 7137.46468070894 -3317.46766343713
303792.129180181 2439.79260844401 8158.7630463764 -5244.47038769722
300257.625679198 2496.16699894101 -9152.13975124061 3981.88462480903
266084.750675983 1240.86260479432 -3366.16647895426 -1546.24002519995
305385.630588723 2411.51292113886 -9503.8316352293 1012.04023696482
264880.427961054 2868.999975897 -7984.17969141155 -8749.67981129885
296537.695040991 2548.66227661626 9620.47283072025 3517.37552788109
315069.972332548 2010.41419994459 915.418835356832 -7496.38477806002
302775.191785332 1521.45645785736 966.313499957323 -5015.03445673734
315109.404269311 2017.7311851909 2994.22523938119 6972.97024074942
310247.358425053 2306.64869828742 -8509.41450335085 -3031.39452822506
309309.698104582 2329.94765928457 -6248.06933570653 -6684.26065240055
273725.381070182 1306.47578896341 -2372.55576997995 3260.53048949689
315087.125976126 2086.5830605379 -5491.26767087728 5725.13096500188
314275.155132337 2160.29323748763 -2191.70428812504 8006.92033022642
313064.95945851 1881.77235496743 -5207.62340165675 4540.15743453056
269427.127319288 1268.88649838228 369.778345339 3826.60752627999
290716.703691947 2621.20686629921 8547.85219300538 -6278.70903350413
193264.023220039 774.991624707452 1354.75505143404 234.837373718619
299292.795126213 2510.35790241632 -3141.06133300811 -9548.41380007565
309692.944038483 1779.33277598949 -5156.99822455645 3784.53142475337
252907.920290203 2961.25978520432 9887.34481390566 7327.03253626823
312857.158226739 2226.27031412997 -8579.42861504853 945.322471670806
311039.377286789 2285.17717330304 -8528.74692063779 -2632.85291381180
282694.802424286 2708.20662992421 -5934.46810729802 9310.55859196931
243925.279354259 1075.23698164979 2359.66898500919 1644.50658485293
307758.56451543 1735.27397132172 5799.57920592278 -2124.24707598984
225713.677340427 3142.23820759377 -9074.57855995744 9601.43700707704
311253.862022685 1609.67112514553 -5538.23215421289 335.014560259879
176130.693360228 688.349987993625 10.0645935162902 -941.696157678962
288578.862301249 2645.63565707851 -9541.54778737575 4904.35267332941
282875.303794708 2706.37587001446 -8979.02834229171 6409.32227484882
296574.432087370 1551.82910679660 -4824.02986381203 2094.59963254631
314805.738577998 1978.65469676737 -6337.67256978899 3807.15106148273
313206.181546134 1887.46514409245 1767.01385993510 6708.51326081902
289293.604071086 2637.58143752067 -9026.9279666245 5722.40609675646
297522.092121705 1427.26268786694 4569.15653776377 786.263849586248
236541.188271599 1025.97974155195 -640.66844061017 -2550.66876765341
317492.622292582 1635.30811997574 528.576858341694 -5651.87753643841
295305.494516539 2564.87222341679 6864.64583035558 7711.61916200072
314094.445235314 2170.72308614819 -1973.10169227421 -8117.25079547614
297868.666066926 2530.53905749098 9912.77711465955 -2194.09924000502
314932.420537782 2108.31860334611 6476.66222415864 -4766.55689999461
314469.457927772 2147.8462789092 2592.62207895517 -7820.69336622953
311075.869755783 2284.14042066579 -2580.14171384275 -8539.42590299994
312739.907889468 1869.34961535119 -5037.15767059475 -4637.34857738018
284400.168685936 1409.29901603464 4463.61411362886 -864.156559109688
311005.877704430 1813.87510944221 -313.574783504009 -6561.88737601042
291005.942157635 2617.82107325418 7189.18293714523 -7774.6254671365
303126.193723398 1648.979530421 -2638.09852767736 -5103.36018633097
276568.553179016 1332.42123014512 -3542.17655025423 -2185.43197028339
310237.966697883 2306.89254049418 8576.20934490114 -2840.80087207258
314930.423875149 2108.54640607829 -7325.70769265294 -3319.57004964352
312049.983711432 1845.46748299049 -4346.60828206688 5134.59493406117
309436.700786026 2326.90670423986 4375.01618172973 8018.66173744202
313911.064157846 1919.54255650958 -6896.79002854973 -1676.84645857662
305707.744841257 2405.52318553071 -2808.95014759153 9104.13446370512
225577.41205581 956.930389870252 -2196.19720708579 -629.565212875605
311247.219057455 2279.20968398811 8780.75798042119 -1427.57373861969
309246.051258545 2331.45926268775 -1937.69548088312 -8949.93921741843
305850.831439683 1697.17013428911 -5227.29362361133 -2916.47212114185
298463.21198284 1436.93948099884 4671.63052875549 349.654085002840
310000.555777697 1787.01852480188 2100.74267815799 6082.54036400467
304512.942168163 2427.26308825253 7907.18957781792 -5507.7153397724
306150.861877924 2397.11454635948 -5018.93969252706 8048.99586364627
296365.651577241 2550.95706300054 -2382.74421542883 9974.12411496043
310048.879864742 1788.24642287683 2755.69633580744 -5821.99354656041
313360.713672949 1893.93222296916 5053.25625184923 -4800.08096899837
296070.949875963 2554.86367960783 9974.20466504991 -2465.12876823545
300386.08405243 2494.24341597177 -8520.6418344751 -5179.17298246175
309685.502271834 2320.85045635716 -4469.04949378222 -7931.89802207053
314846.722600393 2117.40696300403 7972.24656213075 -1357.72488079965
314886.548145934 2113.34580797140 -4513.78409750760 -6685.64660474658
315076.165289952 2088.52872695329 7621.62906583399 2235.25351844728
290388.858473250 2625.02048110481 -5755.23763895035 -8931.40755128115
303830.652466364 2439.13318257612 9430.52273243666 2251.92772690207
267987.290252923 2843.30708427508 7117.75355506688 9306.70653935522
289563.028569169 2634.51656869395 -8220.9617830813 -6805.86599279195
276649.070765682 2766.83033077866 7760.63021738082 -8260.48499438912
304253.664459367 2431.8173305065 7555.62820937485 6017.51089096069
308866.087145057 1759.68034043046 -5339.703601785 -3340.27385804802
305340.480527128 2412.34457767658 -1573.50889407098 -9431.36333487928
304274.567119089 2431.4521880203 8178.58004011214 -5135.51529962569
313394.794314111 2204.60511789239 -6744.26625482738 5211.22230216861
253069.496204826 2960.07694762713 9538.52422069758 7766.3389313966
313001.087153989 2220.74006934563 4913.79153449088 -7062.45795823634
305979.718855791 1699.61390544698 155.552327632904 -5996.05216179043
300596.495809946 1608.92549094960 -3517.36783515662 4286.14245261997
291010.193718034 2617.77115439193 9903.17118354142 -3748.47529921681
294320.589513172 1522.52917316907 4573.62987101078 -2284.96335912496
313660.065512076 2192.70877048143 3846.59884963185 7538.91582600772
312574.592647868 2236.65145243231 6714.01116065681 5506.45174458623
299380.685746880 2509.08335122822 7901.1275805533 -6203.43298185617
266401.795397186 2856.52096151982 8214.05183058232 8447.4332537502
306298.773125987 1705.73795108933 5983.56780130416 -736.217722296715
303704.370554783 2441.29067533344 -621.290481649339 9686.54919415712
307523.821010408 2369.65979811027 -6603.93917001784 -6616.54603667557
287927.321577884 1447.11605957016 -2865.92074204236 3769.90968827158
250660.725957045 2977.5543041997 9921.04831151664 -7418.19948889315
315179.728060894 2039.82032148094 4954.18663136661 5893.40312406421
300111.750248309 2498.34138409165 -9499.26279019564 -3098.09838887304
311290.600144207 2277.94443345673 6496.45779747516 6068.21195222437
289044.235085108 1349.95037639809 4249.37041476369 56.9397630169988
290686.637135239 2621.55767121975 4863.5086370632 9427.16593388468
285729.749789642 2676.71365295865 -9545.50590831786 5228.32431364805
187130.640447162 743.315342541348 -570.387477055192 -1074.57760255784
313812.192286714 1914.58421001544 -253.20400018245 -7068.38736310601
313799.974197629 2186.01596976682 -2627.09276285022 8010.28275862336
314743.752198373 2126.9196811943 6430.23584969342 -4982.34464321285
245810.349461320 3011.78410979236 8265.45520219952 -9455.61926346272
271482.156526328 1286.62727781097 2567.17934738845 2979.79060560465
295998.169629192 2555.82382138195 -6369.89812366664 8067.50813499093
302203.325590580 2466.07971046295 3709.18783824891 -9103.7718160078
303098.742032914 1525.43274768067 -5102.17945091426 -505.542135797441
313741.905005154 2188.83299294935 -8224.86764751375 -1911.92942671478
256844.528377925 1168.01004070662 812.301910482347 -3239.76865969598
252612.430023408 1136.58100175519 -137.396296486259 3179.93813659996
295268.207825321 2565.35479267108 9735.66033877432 3443.71576327831
266221.440184173 1241.98960554684 -3536.17117740214 -1122.14427441359
292994.292047423 2593.97558710635 -7202.21475232393 7599.1082796827
302695.773645151 1641.88683995982 -3188.47491871566 4736.16580944508
311311.725681652 2277.32573745905 6859.65575277805 -5649.53912980855
310098.760177612 2310.48006506931 4058.95100906491 8091.40706900507
291846.360824830 2607.866640876 -8201.80150214583 -6618.76094993204
231012.647815204 990.59858294226 614.915834739804 -2374.66897815466
306024.7436157 2399.52837527732 -4622.72250559181 -8296.7245252803
301044.129442327 2484.25600065205 4923.90562780201 -8613.18467650563
315184.764904388 2043.96113077733 7588.81999645382 -1416.05451703072
269729.735032708 1271.47348606664 3022.06160966307 2397.17064891011
305025.997089917 2418.08518778643 5222.43486717343 8043.78292523324
307504.241342328 1729.93211849834 3033.11333991587 -5349.63072277606
302452.418022315 1527.35134094587 -5042.24280826747 980.844995938241
293889.312117974 1517.10616589510 3732.68842697144 -3453.93412280828
312288.752993151 2246.59593101415 1268.28850712627 8640.39223175496
247618.404537323 1100.83127272561 -2629.38126921654 1453.03461700678
314449.143906701 1950.77929696552 -2620.40382251143 6764.05928563327
294681.431178753 2572.89028576744 4876.78807228804 -9145.42462211102
314462.17791593 2148.3410449453 -7995.09229138494 2001.05078984052
308703.042763142 1755.96015605912 4954.92935646325 3858.05299505591
310522.811378777 1800.60904530643 -6488.86447306722 429.226127453148
305626.972788702 2407.03458677086 -7841.33532084525 -5425.21734721959
311205.077664255 2280.43212553070 -4513.62206600606 -7673.04891720414
288732.007664471 2643.91910038915 -9399.76289868355 -5153.07531226426
296010.905499127 2555.65593705435 3402.38062664866 -9698.80607910454
309033.230262727 1763.54419218612 -6315.51634054631 -166.887664236128
311428.563190650 1474.17159957515 4868.07173583657 164.727685041726
306669.922033533 1713.00191956101 -3042.79780015349 5246.49625644088
300715.647809833 1610.73011803423 3250.58193877339 4502.97145638615
256573.244113521 1165.96187196495 2316.58615637571 2391.87352359295
288555.814342328 1367.80191937619 4316.9855652377 -436.623306013644
287010.784291391 2662.93518644426 5739.72938582301 9165.84541089833
305400.096847939 1688.75394992589 -5447.09154870361 -2378.56942228973
286988.352661061 1436.82088164562 3651.37058310211 2933.99505317211
305328.636659592 2412.56242387407 7626.9571017474 5768.61343812197
310641.202518173 2296.20580772534 -6763.25123291463 5909.0875228867
232710.032355067 1001.33438666126 -473.40334393084 -2461.56321372837
259897.223612507 1191.39433663260 -3019.40754055977 1683.39874129742
301294.029294999 2480.40245824889 3220.76669428498 9363.57353348285
310733.111067015 1806.29556335633 -3574.48630500585 -5466.5574291721
305966.608343066 2400.63545469969 -6397.05722220242 -7027.66228467226
312821.512555635 1872.38665799495 -6538.05438429117 -2083.26026797295
326484.245267349 1657.29378541232 5786.33237630129 -39.7526705637574
306981.000821169 2380.78692394211 -9348.19308109581 -1022.38566614687
291577.159582842 2611.07445040337 -9801.87479872257 -3916.52062535286
212076.428640624 877.475251949165 1261.97680365294 1403.42569909990
314386.214932563 2153.36247336030 -5411.91283147782 -6249.11083374172
277118.581078805 2762.45040923277 6446.66296429932 9295.56792136282
315066.902190537 2009.90048887038 6804.25120983273 -3270.65018471330
268471.601864921 2839.22660991698 7016.24611858279 9357.98155143857
285575.968849179 1421.65263162461 -2847.68579062074 3623.08914773166
257488.696837007 2927.10739109106 -7718.6827082187 -9364.46445062757
292442.728912048 1391.47257417636 -4456.54005277902 -85.6418162584305
314290.225499598 2159.37851711083 -45.0797332450747 8296.77011817694
312452.080869324 1859.02289384411 4579.29125055671 5020.32591495663
294359.520632956 1369.56262195555 695.151053369045 -4291.88115522265
313843.843804477 1916.15151872243 5198.95014353096 4807.08284769207
320292.729134798 1575.16435151776 5367.55869630724 -297.948336228728
305321.088370177 2412.70119253224 -2030.71790747344 -9345.41765134782
261558.975179477 2895.60451607532 -8323.95983859897 -8613.05506434292
309474.424627300 2325.99698966232 6672.38388210535 -6231.84711672366
315092.892168262 2085.51672502505 -6285.30430607498 4831.30747452378
308271.648267738 2353.66322864344 7815.29042404145 4982.26050287485
244642.345785049 1080.15359143865 -2888.62617220730 -265.129362232983
260817.451508747 2901.43054906632 -9851.74568835646 -6864.02388848364
315103.115792632 2083.54284968382 -7653.20748090744 2029.43691052496
277403.043068746 2759.78360017923 9930.7931540534 -5389.33162111789
314587.890222319 1960.58637108504 3634.81622189283 6334.10804439336
302414.509387151 1637.31786868747 2466.83878824115 5123.67102317512
252422.870324115 2964.80146972543 -9973.128689453 -7240.01804366708
301727.329953956 2473.63773904982 -9325.26867371053 3228.08182798326
307853.082454091 2362.71749862369 -9267.92550366372 921.123689040542
301627.648423732 1624.79649458535 4467.03764609993 -3416.83384496719
266465.887264596 2855.99100685971 6525.04578698426 -9807.70707596093
303057.552693629 2452.15995667348 -685.642575845122 -9736.68869119138
312473.535569447 2240.22668689586 1006.55511487275 8642.71773491055
301183.152418354 1617.88354067225 -3690.35856798291 -4197.95711059123
315074.304018347 2011.15055012778 -1423.81163313985 7420.3881341964
315035.425406691 2095.02955967055 -1406.56949020922 7850.13023298234
276228.213542593 2770.73375997343 9201.824455522 6650.73093026876
289051.444008464 1459.67742161271 -3431.95361550897 -3353.53741887957
311138.893320474 1817.66097531047 -451.650829054415 6572.80554063618
313788.562331269 1913.42583608256 5418.43724437058 -4537.05330379307
296889.12469308 2543.94163362244 9514.96444176883 -3729.327917099
275263.943176603 1320.40141791625 -3864.62987866253 1375.17201248556
309549.280116074 1775.81709550190 434.480323456228 -6364.27202261984
272836.58925283 2801.45113611083 6930.27639761567 -9186.30515225232
313529.824147024 2198.66857336486 8347.78991527855 -1565.65532088280
295188.616333983 2566.38336748346 2967.39028766751 9896.62065636367
266140.400492838 2858.67875374722 6430.62702845782 9885.9077785164
314881.964798736 2113.82634787860 -651.31904091686 8042.80240554363
310223.320439340 1792.72765245988 -56.6843897104263 -6463.38970400393
297787.411081381 2531.66501386502 4228.18154562265 -9236.56045459211
307967.425676379 2360.27029772164 -9296.98298685253 -285.038342699409
239983.591015729 1048.64152949258 2731.89339321107 -248.890910297632
310244.881481141 1793.28696906575 6249.02798328549 -1662.65717241913
212539.007244242 3219.89169160088 9699.4157973677 -9532.39757567644
303571.575663974 1656.45331770295 3638.90345208347 -4493.66093147546
291878.321947944 1492.51543456874 3295.37322279066 3710.48346161842
298328.08574184 2524.12254756423 -9258.72892141342 -4086.89869567752
307068.030871962 1720.97175140447 -3885.51380950958 4708.7241243571
312601.524246342 1864.31296029222 5016.50342252105 4622.60097265244
294486.897940698 1524.63533859104 1204.45989072323 4979.57988176495
308237.355218172 2354.41517224186 -9236.03048082441 816.781325265765
263661.058589957 2878.86622491243 -9738.53949923068 6829.05273977667
314725.72566209 2128.46649713178 -8047.08615876734 1241.76594428718
314745.693581205 1973.24876384971 5413.0438528955 -4996.04886397719
310664.210639574 1804.41798761782 3870.1646681875 5249.71262086183
304926.764137192 1680.12189642517 804.522521793842 -5845.50560452044
222015.810066520 935.41972065128 177.999637089670 -2169.80977449566
312697.872859346 1867.80497113791 -5046.54924850911 -4615.69081060588
314332.140852206 1943.20679498556 -1185.27487386018 -7118.02429053932
302510.845302444 2461.12292885959 6862.55817767233 -7003.9541553706
311730.216378584 1835.29761307287 5232.71359037608 4146.58912457526
313949.371542341 2178.4849385549 917.196795344353 -8342.1545336023
287391.468576486 2658.78054528173 7494.3802319467 -7768.05001311004
311099.730750751 1816.53996061428 5509.58346109837 3602.28077508509
306806.235115415 2384.29058984831 6619.0945962444 -6704.57771979272
309701.400377504 1779.54113997390 -2841.28726460040 -5732.16581251472
257168.207287471 2929.53997606725 -9061.30929011852 -8090.69133829325
284946.592496364 2684.98984247662 9195.18786948174 5899.40974488854
237003.254528185 1028.99235737882 -229.881266131997 2634.95302759111
290452.048188270 1475.71259446475 -3722.89621736854 -3152.84322947264
305613.620556837 2407.28381702624 7502.25397292525 -5887.22976390272
315108.646883253 2082.42491156451 -175.489122048020 7910.17816402018
226430.302475203 3137.85536737685 -9115.5527671799 9532.2463894263
274065.493094945 2790.46838244502 8534.7822168842 -7636.33601833135
312931.360560852 1876.55877309981 -3994.50381752104 -5605.06829991937
310024.562852362 2312.37218215449 -5208.21737591177 7415.64528085291
315185.904826336 2045.38816932432 5802.20327712595 -5102.94542182237
307355.033214572 2373.16078114830 -7407.03718271106 -5731.8481290713
306046.746514572 2399.1084546943 7703.18108145148 -5552.14591789991
270185.247128302 1275.38394136882 -2673.06372057647 -2808.06637369096
312749.415879377 1869.70083673248 5706.11102506518 -3787.12377976626
311109.806014124 1816.82784654892 -6246.48801516742 2081.41223993152
315130.68498474 2022.4766728611 6583.5447749123 -3821.69055286795
309221.846847132 2332.03198761531 9160.1563198492 -8.14168713986874
303451.970885684 2445.567594128 7242.75833461434 6494.09603327513
304622.419173713 2425.32351958076 -4716.44665114582 -8392.07348413765
305121.510755479 1683.64881612454 1762.58604507893 5649.6817106381
251432.919454777 2971.98756712675 9751.92120764405 7593.95128116012
310803.280573336 2291.77729219716 -8939.9708295241 581.866125576198
296099.012067087 2554.49298551995 -7639.42995108664 -6867.50651337206
302937.605923156 2454.14344115003 9613.79682645202 -1744.08293794841
310494.098192511 2300.15733202630 8355.54655175656 -3346.49104624987
297559.059675341 2534.81529575236 -4553.89867536724 9098.01291767508
313346.737498744 2206.66365250674 6633.44096392393 5367.95878782868
214024.19103414 888.602514405684 -533.78320299089 1868.25409065932
301904.572879885 2470.83927446813 -7285.67271959037 6635.07039658725
315151.789211935 2071.82072044796 997.809004038572 -7795.50425708294
246116.908039233 3009.65682727919 9918.18546783179 7686.9390392676
313105.987817827 2216.59380469366 -7950.79061295837 -3232.99951851368
315177.294833166 2038.33514290206 -6363.04554529488 4321.28761895001
239497.941613389 1045.41346225351 -2634.64928139001 -703.931306488812
300261.289547501 1603.8877502616 -4853.16861886531 -2628.87019198388
313457.998540611 2201.85525825112 8130.86633570492 2509.34167299420
300723.005828388 2489.15819733686 -4003.59197985381 9104.39507104456
312240.130622246 1851.76211671315 -6138.81725817919 2827.7982911095
288399.703467288 2647.6375326535 9179.61693368852 5571.65211066604
315165.502528322 2067.12599259522 -3215.98435286433 -7145.24608105421
283218.03998816 2702.88549288871 4926.20412725955 9851.4021979645
293551.105056050 1512.89175586355 -2233.78023132682 4545.21381296217
308340.267940114 2352.15298685459 -7055.66614866257 5998.27828351408
294612.660889711 2573.76634880181 -7428.89352608472 7233.54772664607
311671.530541063 2266.51695727086 -7295.79047765583 -4978.55353634804
265431.830840659 1235.50081514801 -2794.91752386093 -2390.07787778974
314783.075510502 2123.432462349 2531.1917765066 -7712.41805050522
314848.870750835 2117.19417129133 -2478.15488371998 -7696.86124753207
307241.11038301 2375.50247550498 1544.65816915035 9249.41995646805
314499.611690077 2145.76974539126 1154.70309741795 8147.42978662252
310067.824735346 1788.72938002512 -1574.35719855130 6248.3585672453
315185.85105976 2045.31109075964 1709.67280864716 7535.03006417304
306610.384725081 1711.82617339759 -5562.63413280249 -2402.11747586727
314011.741481667 2175.20694966508 514.786350540817 -8360.20054295659
307368.425973545 2372.88437613601 -2770.85127774626 -8945.09811885655
306246.648552117 2395.26997065839 -1231.80201277137 9395.9496775642
294961.35966555 2569.30903239401 -8626.40490755439 5712.80449163169
306186.257060859 2396.43408106289 -8310.0019954145 -4566.77374430001
-9 -9 -5000 0
315183.434483764 2057.36253238708 4132.93827790767 6599.49033055454
274931.259517240 2782.63215401965 -6168.78257598728 9602.41429507732
311295.246473613 2277.80850222317 -6147.6961383596 -6420.35115510225
312746.733002461 2230.39833693022 -2727.81928069890 -8210.72238497436
303529.968064988 1396.22297524371 -712.160347029567 -4424.16299134493
285793.078207545 2676.03963444769 -5410.2729819715 9439.68529812992
313707.445232862 1519.21422986524 5092.35249832273 194.646324962378
311879.882368380 1839.99626569605 5972.29085862637 3036.69091314077
300905.819064306 2486.37416568344 -1808.64755064249 9765.80013055354
304264.757801177 1668.37641234985 -5605.90985231102 -1643.58168374747
293467.063275499 2588.15037210184 7263.21164052933 -7500.3370642662
311476.105082535 2272.45283897088 -8858.93302038312 -242.965840734541
300956.255288235 1614.39705064107 1308.51512309164 5416.16172529757
268490.692074307 2839.06533675984 9557.88671970367 6739.9901850149
301228.611090114 1618.58544438270 3692.85308755934 4200.43699909002
267940.831830482 1256.30259191959 3547.73310944438 1308.98053757846
314110.511205483 1930.16740596331 -3113.12990263104 6437.61543091387
287044.181630407 1437.42817161748 -1614.78540860116 4400.19971225411
280684.684384611 2728.26067373726 -6587.47810404748 -8985.1974369958
302116.081141182 2467.47525050504 583.496796898544 -9820.05616184324
